Assemblage,m,Method,Order.q,qD,qD.LCL,qD.UCL,SC,SC.LCL,SC.UCL
APSM07MPYB3,1,Rarefaction,0,0.9999999999999998,0.9999999999999994,1,0.25673494723777723,0.2198130298119266,0.2936568646636279
APSM07MPYB3,11,Rarefaction,0,4.472888148644031,4.093150697368327,4.852625599919734,0.8442826311769798,0.8178924425030947,0.8706728198508649
APSM07MPYB3,21,Rarefaction,0,5.655850837814421,5.104192709126865,6.207508966501978,0.9143228783526777,0.8910348040009127,0.9376109527044426
APSM07MPYB3,31,Rarefaction,0,6.364269584302085,5.655196075395737,7.073343093208433,0.9431092646841891,0.9235674506123775,0.9626510787560006
APSM07MPYB3,41,Rarefaction,0,6.865364666769683,6.012315417011752,7.718413916527613,0.9564137746235148,0.940254491731829,0.9725730575152007
APSM07MPYB3,51,Rarefaction,0,7.267216133154591,6.290257126956607,8.244175139352574,0.9632467432646824,0.9493733273882732,0.9771201591410916
APSM07MPYB3,61,Rarefaction,0,7.614562635150614,6.5320839485103255,8.697041321790902,0.9674367989272443,0.954973779548055,0.9798998183064337
APSM07MPYB3,71,Rarefaction,0,7.925712522430017,6.752285687334364,9.09913935752567,0.9705256704099675,0.9589198215174384,0.9821315193024966
APSM07MPYB3,81,Rarefaction,0,8.208575544883317,6.955228165352982,9.461922924413653,0.9730973175575931,0.9620159691034025,0.9841786660117837
APSM07MPYB3,91,Rarefaction,0,8.467194440136204,7.142140856759637,9.792248023512771,0.9753639418809668,0.9646003819650453,0.9861275017968882
APSM07MPYB3,101,Rarefaction,0,8.704199530985154,7.313482958081677,10.09491610388863,0.9774059671936844,0.9668228246194526,0.9879891097679163
APSM07MPYB3,111,Rarefaction,0,8.921646275626518,7.469611372325765,10.37368117892727,0.9792619602604922,0.9687611375256057,0.9897627829953787
APSM07MPYB3,121,Rarefaction,0,9.121269470580708,7.610896161867426,10.63164277929399,0.9809588727561511,0.9704655591568843,0.991452186355418
APSM07MPYB3,131,Rarefaction,0,9.304550011474737,7.737690585676587,10.871409437272886,0.9825209370781524,0.9719744487601799,0.9930674253961248
APSM07MPYB3,141,Rarefaction,0,9.472729500471608,7.850280352842278,11.095178648100939,0.9839718744640131,0.9733197669283923,0.994623981999634
APSM07MPYB3,151,Rarefaction,0,9.626812769900678,7.948840681972216,11.304784857829139,0.985335334430077,0.9745291266827918,0.9961415421773623
APSM07MPYB3,161,Rarefaction,0,9.76756820048225,8.033402764872504,11.501733636091997,0.9866349597800591,0.9756266786102118,0.9976432409499064
APSM07MPYB3,171,Rarefaction,0,9.89552774730852,8.103826189028478,11.687229305588563,0.987894392968925,0.9766335345537498,0.9991552513841002
APSM07MPYB3,179,Rarefaction,0,9.988888888888887,8.149765989533778,11.828011788243996,0.9888888888888889,0.9773860830881071,1
APSM07MPYB3,180,Observed,0,10,8.154844812928303,11.845155187071697,0.989011663597299,0.9767401665329147,1
APSM07MPYB3,1,Rarefaction,1,1,1,1,0.25673494723777723,0.2198130298119266,0.2936568646636279
